Cas1;Standardized 11;Standardized 21;Cas2;Standardized 12;Standardized 22;Cas3;Standardized 13;Standardized 23;Cas4;Standardized 14;Standardized 24;Cas5;Standardized 15;Standardized 25;Cas6;Standardized 16;Standardized 26
156,25;1,000669792;1,001351351;;;;156,21;1;0,999295775;;;;;;;156,31;1,000891266;0,99908341
156,76;1,000669792;1,001351351;;;;156,72;1;1;;;;;;;156,82;1,000891266;1
157,78;1;1,002027027;;;;157,23;1;0,999295775;;;;;;;157,33;1,000891266;1
158,29;1;1,001351351;;;;157,73;1;1;;;;;;;157,83;1,000891266;1
158,79;1;1,002027027;;;;158,24;1;1;;;;;;;158,34;1,000891266;1
159,3;1;1,001351351;;;;158,75;1;0,999295775;;;;;;;158,85;1,000891266;1
159,81;1;1,001351351;;;;159,25;1;0,999295775;;;;;;;159,35;1,000891266;1
160,32;1,000669792;1,002027027;;;;159,78;1;1;;;;;;;159,86;1,000891266;1
160,83;1,000669792;1,001351351;;;;160,3;1;1;;;;;;;160,37;1,000891266;1
161,33;1,000669792;1,001351351;;;;160,8;1;1;;;;;;;160,88;1,000891266;1
161,84;1,000669792;1,001351351;;;;161,31;1;1;;;;;;;161,38;1,000891266;1
162,35;1,000669792;1,001351351;;;;161,82;1;1;;;;;;;161,89;1,000891266;1
162,85;1,000669792;1,001351351;;;;;;;;;;;;;162,4;1,000891266;1
163,36;1,000669792;1,001351351;;;;;;;;;;;;;162,93;1,001782531;1
163,87;1,000669792;1,001351351;;;;;;;;;;;;;163,43;1,001782531;1
164,37;1,001339585;1,001351351;;;;;;;;;;;;;163,94;1,001782531;1
164,88;1,001339585;1,000675676;;;;;;;;;;;;;164,45;1,001782531;1
165,39;1,001339585;1,000675676;;;;;;;;;;;;;164,96;1,001782531;0,99908341
165,9;1,001339585;1,000675676;;;;;;;;;;;;;165,46;1,001782531;0,99908341
166,4;1,001339585;1,000675676;;;;;;;;;;;;;165,97;1,001782531;0,99908341
166,91;1,001339585;1,000675676;;;;;;;;;;;;;166,48;1,001782531;0,99908341
167,42;1,001339585;1,000675676;;;;;;;;;;;;;167,48;1,000891266;1
167,93;1,001339585;1,000675676;;;;;;;;;;;;;167,99;1,000891266;1
168,44;1,001339585;1,000675676;;;;;;;;;;;;;168,5;1,000891266;1
168,94;1,001339585;1,000675676;;;;;;;;;;;;;169,01;1,000891266;1
169,45;1,001339585;1,000675676;;;;;;;;;;;;;169,52;1,001782531;1
169,96;1,001339585;1,000675676;;;;;;;;;;;;;170,02;1,001782531;1
170,47;1,001339585;1,000675676;;;;;;;;;;;;;170,54;1,001782531;1
170,98;1,000669792;1,000675676;;;;;;;;;;;;;171,04;1,001782531;1
171,49;1,000669792;1,000675676;;;;;;;;;;;;;171,55;1,001782531;0,99908341
171,99;1,000669792;1,000675676;;;;;;;;;;;;;172,05;1,001782531;0,99908341
172,5;1,000669792;1,000675676;;;;;;;;;;;;;172,56;1,001782531;0,99908341
173,01;1;1,000675676;;;;;;;;;;;;;173,07;1,001782531;0,99908341
173,52;1;1,000675676;;;;;;;;;;;;;173,58;1,001782531;0,99908341
174,03;1;1,001351351;;;;;;;;;;;;;174,09;1,001782531;0,99908341
174,53;1;1,001351351;;;;;;;;;;;;;174,59;1,001782531;0,99908341
175,04;1;1,001351351;;;;;;;;;;;;;175,1;1,001782531;0,99908341
175,55;1;1,001351351;;;;;;;;;;;;;175,61;1,001782531;0,99908341
176,05;1;1,001351351;;;;;;;;;;;;;176,11;1,000891266;0,99908341
176,56;1;1,001351351;;;;;;;;;;;;;176,62;1,000891266;0,99908341
177,07;1;1,001351351;;;;;;;;;;;;;177,12;1,000891266;0,99908341
177,58;1;1,001351351;;;;;;;;;;;;;177,63;1,000891266;1
178,08;1;1,001351351;;;;;;;;;;;;;178,14;1,000891266;1
178,59;1;1,001351351;;;;;;;;;;;;;178,64;1,000891266;1
179,1;1,000669792;1,001351351;;;;;;;;;;;;;179,15;1,000891266;1
179,61;1,000669792;1,001351351;;;;;;;;;;;;;179,66;1;1
180,12;1,000669792;1,001351351;;;;;;;;;;;;;180,16;1;1
180,62;1,000669792;1,000675676;;;;;;;;;;;;;180,67;1;1
181,13;1,000669792;1,000675676;;;;;;;;;;;;;181,17;1,000891266;1
181,64;1,000669792;1,000675676;;;;;;;;;;;;;181,68;1,000891266;1
182,14;1,000669792;1,000675676;;;;;;;;;;;;;182,19;1,000891266;1
182,65;1,001339585;1,000675676;;;;;;;;;;;;;182,7;1,000891266;1
183,15;1,001339585;1,000675676;;;;;;;;;;;;;183,2;1,000891266;1
183,66;1,001339585;1,000675676;;;;;;;;;;;;;183,71;1,001782531;1
184,17;1,001339585;1;;;;;;;;;;;;;184,22;1,001782531;1
184,67;1,001339585;1;;;;;;;;;;;;;184,72;1,001782531;1
185,18;1,001339585;1;;;;;;;;;;;;;185,23;1,001782531;0,99908341
185,69;1,000669792;1;;;;;;;;;;;;;185,74;1,001782531;0,99908341
186,19;1,000669792;1;;;;;;;;;;;;;186,25;1,001782531;0,99908341
186,7;1,000669792;1;;;;;;;;;;;;;186,75;1,001782531;0,99908341
187,21;1,000669792;1;;;;;;;;;;;;;187,26;1,001782531;0,99908341
187,72;1,000669792;1;;;;;;;;;;;;;187,77;1,001782531;0,99908341
188,22;1,000669792;1,000675676;;;;;;;;;;;;;188,28;1,001782531;0,99908341
188,73;1;1,000675676;;;;;;;;;;;;;188,78;1,001782531;0,99908341
189,24;1;1,000675676;;;;;;;;;;;;;189,29;1,001782531;0,99908341
189,74;1;1,000675676;;;;;;;;;;;;;189,8;1,001782531;0,99908341
190,25;1;1,000675676;;;;;;;;;;;;;190,31;1,001782531;0,99908341
190,76;1;1,000675676;;;;;;;;;;;;;190,81;1,000891266;0,99908341
191,26;1;1,000675676;;;;;;;;;;;;;191,32;1,000891266;0,99908341
191,77;1;1,000675676;;;;;;;;;;;;;191,83;1,000891266;0,99908341
192,28;1;1,000675676;;;;;;;;;;;;;192,34;1,000891266;0,99908341
192,78;1;1,000675676;;;;;;;;;;;;;192,85;1,000891266;0,99908341
193,29;1;1,000675676;;;;;;;;;;;;;193,36;1;1
193,8;1;1,001351351;;;;;;;;;;;;;193,87;1;1
194,32;1;1,001351351;;;;;;;;;;;;;;;
194,83;1;1,001351351;;;;;;;;;;;;;;;
195,33;1;1,000675676;;;;;;;;;;;;;;;
195,84;1;1,000675676;;;;;;;;;;;;;;;
196,36;1;1,000675676;;;;;;;;;;;;;;;
196,87;1;1,000675676;;;;;;;;;;;;;;;
197,38;1;1,000675676;;;;;;;;;;;;;;;
197,89;1;1,000675676;;;;;;;;;;;;;;;
198,39;1,000669792;1,000675676;;;;;;;;;;;;;;;
198,9;1,000669792;1,000675676;;;;;;;;;;;;;;;
199,41;1,000669792;1;;;;;;;;;;;;;;;
199,92;1,000669792;1;;;;;;;;;;;;;;;
200,42;1,000669792;1;;;;;;;;;;;;;;;
200,93;1,000669792;1;;;;;;;;;;;;;;;
201,43;1,000669792;1;;;;;;;;;;;;;;;
201,94;1,000669792;1;;;;;;;;;;;;;;;
202,45;1,000669792;1;;;;;;;;;;;;;;;
202,95;1,000669792;1;;;;;;;;;;;;;;;
203,46;1,000669792;1;;;;;;;;;;;;;;;
203,97;1,000669792;1;;;;;;;;;;;;;;;
204,48;1,000669792;1;;;;;;;;;;;;;;;
204,99;1;1;;;;;;;;;;;;;;;
205,49;1;1;;;;;;;;;;;;;;;
206;1;1;;;;;;;;;;;;;;;
206,51;1;1;;;;;;;;;;;;;;;
207,02;1;1;;;;;;;;;;;;;;;
